Parameters: 191614FLOP: 3580461056.0
Epoch	Loss(Tr)	Loss(val)	mIOU (tr)	mIOU (val)	lr	time	
1		0.3725		0.4177		0.4958		0.4789		0.0010000		1339.13
2		0.2891		0.3503		0.5962		0.5478		0.0010000		1314.09
3		0.2810		0.3416		0.6243		0.5697		0.0010000		1313.04
4		0.2669		0.3577		0.6482		0.5629		0.0010000		1312.94
5		0.2568		0.3275		0.6657		0.5894		0.0010000		1311.98
6		0.2520		0.3335		0.6669		0.5921		0.0010000		1313.53
7		0.2531		0.3627		0.6616		0.5420		0.0010000		1312.45
8		0.2415		0.3186		0.6800		0.5995		0.0010000		1312.76
9		0.2434		0.3297		0.6779		0.5925		0.0010000		1316.10
10		0.2378		0.3180		0.6764		0.6072		0.0010000		1316.46
11		0.2271		0.3771		0.6934		0.5576		0.0010000		1314.43
12		0.2277		0.3162		0.6996		0.6026		0.0010000		1313.71
13		0.2224		0.3198		0.7020		0.5954		0.0010000		1292.62
14		0.2219		0.2986		0.7044		0.6231		0.0010000		1286.03
15		0.2159		0.3006		0.7089		0.6259		0.0010000		1280.66
16		0.2167		0.3058		0.7056		0.6231		0.0010000		1277.47
17		0.2427		0.3119		0.6687		0.6116		0.0010000		1275.94
18		0.2306		0.3028		0.6844		0.6073		0.0010000		1275.83
19		0.2156		0.2943		0.7089		0.6295		0.0010000		1277.00
20		0.2151		0.3071		0.7098		0.6058		0.0010000		1275.32
21		0.2186		0.3217		0.7031		0.5818		0.0010000		1275.64
22		0.2143		0.3169		0.7087		0.5829		0.0010000		1273.90
23		0.2203		0.2985		0.7064		0.6152		0.0010000		1276.66
24		0.2104		0.3141		0.7166		0.6120		0.0010000		1276.22
25		0.2170		0.2911		0.7065		0.6349		0.0010000		1275.22
26		0.2085		0.3066		0.7194		0.6108		0.0010000		1276.06
27		0.2164		0.3612		0.7046		0.5596		0.0010000		1275.02
28		0.2087		0.3113		0.7204		0.6061		0.0010000		1275.02
29		0.2078		0.3018		0.7198		0.6220		0.0010000		1274.15
30		0.2113		0.2993		0.7136		0.6229		0.0010000		1275.32
31		0.2129		0.3022		0.7123		0.6023		0.0010000		1275.43
32		0.2272		0.3141		0.6886		0.6123		0.0010000		1276.78
33		0.2131		0.3074		0.7153		0.6274		0.0010000		1275.07
34		0.2164		0.3296		0.7061		0.5923		0.0010000		1274.96
35		0.2126		0.2826		0.7153		0.6427		0.0010000		1276.58
36		0.2115		0.3121		0.7156		0.6181		0.0010000		1276.12
37		0.2079		0.3143		0.7190		0.6066		0.0010000		1276.37
38		0.2080		0.2938		0.7183		0.6385		0.0010000		1275.83
39		0.2064		0.2888		0.7200		0.6219		0.0010000		1275.58
40		0.2074		0.2994		0.7192		0.6232		0.0010000		1276.43
41		0.2068		0.2879		0.7182		0.6435		0.0010000		1276.52
42		0.2050		0.2860		0.7204		0.6460		0.0010000		1276.10
43		0.2138		0.3200		0.7004		0.5993		0.0010000		1275.28
44		0.2050		0.2762		0.7204		0.6531		0.0010000		1274.10
45		0.2048		0.2949		0.7209		0.6415		0.0010000		1276.12
46		0.2068		0.2840		0.7190		0.6337		0.0010000		1275.78
47		0.2042		0.3364		0.7207		0.6027		0.0010000		1275.93
48		0.2165		0.3127		0.7019		0.5949		0.0010000		1275.78
49		0.2035		0.3156		0.7195		0.6059		0.0010000		1275.11
50		0.2035		0.3017		0.7243		0.6462		0.0010000		1275.34
51		0.2159		0.3021		0.7014		0.6251		0.0010000		1275.99
52		0.2301		0.3761		0.6631		0.5468		0.0010000		1275.23
53		0.2025		0.2987		0.7237		0.6248		0.0010000		1274.86
54		0.2155		0.3213		0.6999		0.6180		0.0010000		1274.45
55		0.2023		0.2998		0.7238		0.6361		0.0010000		1275.62
56		0.2165		0.3007		0.7038		0.6275		0.0010000		1276.07
57		0.2063		0.2978		0.7205		0.6082		0.0010000		1276.23
58		0.2072		0.2879		0.7167		0.6313		0.0010000		1276.46
59		0.2039		0.3302		0.7156		0.5920		0.0010000		1275.69
60		0.1993		0.2930		0.7270		0.6358		0.0010000		1274.11
61		0.2047		0.2909		0.7220		0.6375		0.0010000		1275.81
62		0.2067		0.2922		0.7196		0.6502		0.0010000		1275.91
63		0.2078		0.2954		0.7144		0.6347		0.0010000		1276.68
64		0.2182		0.3063		0.7040		0.6217		0.0010000		1274.44
65		0.2066		0.3139		0.7113		0.6139		0.0010000		1275.39
66		0.1991		0.2874		0.7299		0.6337		0.0010000		1277.42
67		0.2034		0.2943		0.7229		0.6280		0.0010000		1275.61
68		0.2039		0.3024		0.7144		0.6005		0.0010000		1275.96
69		0.2023		0.3034		0.7235		0.6306		0.0010000		1275.71
70		0.2139		0.3612		0.7051		0.5717		0.0010000		1275.47
71		0.2023		0.3125		0.7226		0.6238		0.0010000		1278.35
72		0.2080		0.3127		0.7100		0.6040		0.0010000		1275.35
73		0.2390		0.3053		0.6753		0.6227		0.0010000		1275.93
74		0.1979		0.2877		0.7314		0.6416		0.0010000		1276.05
75		0.2011		0.3110		0.7234		0.6250		0.0010000		1275.74
76		0.2039		0.3078		0.7216		0.6290		0.0010000		1274.45
77		0.2291		0.2933		0.6708		0.6199		0.0010000		1276.65
78		0.1971		0.2877		0.7297		0.6443		0.0010000		1276.18
79		0.2015		0.3048		0.7250		0.6136		0.0010000		1276.10
80		0.2020		0.2893		0.7233		0.6352		0.0010000		1275.99
81		0.1966		0.3077		0.7301		0.6259		0.0010000		1274.41
82		0.2141		0.2999		0.6956		0.6192		0.0010000		1275.70
83		0.1952		0.2902		0.7320		0.6523		0.0010000		1278.71
84		0.1994		0.2864		0.7281		0.6409		0.0010000		1318.30
85		0.2057		0.2903		0.7179		0.6490		0.0010000		1322.17
86		0.2041		0.3234		0.7207		0.6077		0.0010000		1323.09
87		0.2073		0.2924		0.7145		0.6362		0.0010000		1323.01
88		0.2065		0.3018		0.7122		0.6233		0.0010000		1324.19
89		0.2024		0.2841		0.7220		0.6387		0.0010000		1324.09
90		0.2025		0.2913		0.7215		0.6475		0.0010000		1321.62
91		0.1989		0.2919		0.7256		0.6294		0.0010000		1323.65
92		0.2086		0.2903		0.7137		0.6309		0.0010000		1323.88
93		0.2023		0.3000		0.7245		0.6075		0.0010000		1321.56
94		0.2020		0.3096		0.7195		0.6171		0.0010000		1324.70
95		0.1985		0.2918		0.7297		0.6368		0.0010000		1321.04
96		0.2143		0.3085		0.7057		0.6121		0.0010000		1323.89
97		0.2168		0.3031		0.7012		0.6276		0.0010000		1323.63
98		0.1972		0.2922		0.7287		0.6369		0.0010000		1323.07
99		0.2001		0.2897		0.7256		0.6341		0.0010000		1324.07
100		0.1940		0.3024		0.7333		0.5888		0.0010000		1323.96
101		0.1994		0.2913		0.7261		0.6380		0.0010000		1321.99
102		0.1956		0.2876		0.7309		0.6373		0.0010000		1321.28
103		0.1936		0.3041		0.7332		0.6184		0.0010000		1322.22
104		0.2034		0.3011		0.7249		0.6167		0.0010000		1320.56
105		0.2085		0.3102		0.7070		0.6108		0.0010000		1316.58
106		0.2023		0.2892		0.7228		0.6320		0.0010000		1319.15
107		0.1948		0.2932		0.7320		0.6353		0.0010000		1319.74
108		0.1986		0.2809		0.7269		0.6388		0.0010000		1320.61
109		0.2069		0.2846		0.7104		0.6442		0.0010000		1318.50
110		0.2028		0.3217		0.7217		0.6112		0.0010000		1317.94
111		0.1940		0.2928		0.7341		0.6362		0.0010000		1316.00
112		0.1953		0.2891		0.7344		0.6393		0.0010000		1318.90
113		0.1950		0.3263		0.7293		0.5890		0.0010000		1318.23
114		0.1972		0.2894		0.7284		0.6377		0.0010000		1319.02
115		0.1977		0.3070		0.7279		0.6353		0.0010000		1319.41
116		0.1960		0.2986		0.7322		0.6267		0.0010000		1318.82
117		0.1939		0.2987		0.7326		0.6199		0.0010000		1317.76
118		0.2003		0.2881		0.7277		0.6390		0.0010000		1318.24
119		0.1965		0.2957		0.7284		0.6258		0.0010000		1318.28
120		0.1998		0.3063		0.7246		0.6151		0.0010000		1320.09
121		0.1924		0.3025		0.7355		0.6162		0.0010000		1320.25
122		0.2116		0.3008		0.7054		0.6233		0.0010000		1319.62
123		0.1955		0.2957		0.7317		0.6272		0.0010000		1318.60
124		0.1945		0.2903		0.7336		0.6269		0.0010000		1318.47
125		0.1964		0.2893		0.7301		0.6340		0.0010000		1318.82
126		0.1995		0.3639		0.7252		0.5707		0.0010000		1317.58
127		0.1944		0.2824		0.7326		0.6516		0.0010000		1319.33
128		0.2023		0.2963		0.7187		0.6427		0.0010000		1317.29
129		0.1985		0.2895		0.7256		0.6137		0.0010000		1317.94
130		0.2095		0.2795		0.7143		0.6419		0.0010000		1318.29
131		0.1964		0.2853		0.7280		0.6540		0.0010000		1318.82
132		0.2125		0.3215		0.6999		0.5894		0.0010000		1313.40
133		0.1925		0.2811		0.7343		0.6572		0.0010000		1312.62
134		0.1962		0.2893		0.7323		0.6310		0.0010000		1313.61
135		0.1941		0.2803		0.7338		0.6501		0.0010000		1317.83
